15.50,105.00,1.60,6
16.00,110.00,1.70,12
16.50,115.00,1.80,18
17.00,120.00,1.90,24
17.50,125.00,1.50,30
18.00,130.00,1.60,36
18.50,135.00,1.70,42
19.00,140.00,1.80,48
19.50,145.00,1.90,54
15.00,150.00,1.50,60
15.50,155.00,1.60,66
16.00,160.00,1.70,72
16.50,165.00,1.80,78
17.00,170.00,1.90,84
17.50,175.00,1.50,90
18.00,180.00,1.60,96
18.50,185.00,1.70,102
19.00,190.00,1.80,108
19.50,195.00,1.90,114
15.00,100.00,1.50,120
15.50,105.00,1.60,126
16.00,110.00,1.70,132
16.50,115.00,1.80,138
17.00,120.00,1.90,144
17.50,125.00,1.50,150
18.00,130.00,1.60,156
18.50,135.00,1.70,162
19.00,140.00,1.80,168
19.50,145.00,1.90,174
15.00,150.00,1.50,180
15.50,155.00,1.60,186
16.00,160.00,1.70,192
16.50,165.00,1.80,198
17.00,170.00,1.90,204
17.50,175.00,1.50,210
18.00,180.00,1.60,216
18.50,185.00,1.70,222
19.00,190.00,1.80,228
19.50,195.00,1.90,234
15.00,100.00,1.50,240
15.50,105.00,1.60,246
16.00,110.00,1.70,252
16.50,115.00,1.80,258
17.00,120.00,1.90,264
17.50,125.00,1.50,270
18.00,130.00,1.60,276
18.50,135.00,1.70,282
19.00,140.00,1.80,288
19.50,145.00,1.90,294
15.00,150.00,1.50,300
15.50,155.00,1.60,306
16.00,160.00,1.70,312
16.50,165.00,1.80,318
17.00,170.00,1.90,324
17.50,175.00,1.50,330
18.00,180.00,1.60,336
18.50,185.00,1.70,342
19.00,190.00,1.80,348
19.50,195.00,1.90,354
15.00,100.00,1.50,360
15.50,105.00,1.60,366
16.00,110.00,1.70,372
16.50,115.00,1.80,378
17.00,120.00,1.90,384
17.50,125.00,1.50,390
18.00,130.00,1.60,396
18.50,135.00,1.70,402
19.00,140.00,1.80,408
19.50,145.00,1.90,414
15.00,150.00,1.50,420
15.50,155.00,1.60,426
16.00,160.00,1.70,432
16.50,165.00,1.80,438
17.00,170.00,1.90,444
17.50,175.00,1.50,450
18.00,180.00,1.60,456
18.50,185.00,1.70,462
19.00,190.00,1.80,468
19.50,195.00,1.90,474
15.00,100.00,1.50,480
15.50,105.00,1.60,486
16.00,110.00,1.70,492
16.50,115.00,1.80,498
17.00,120.00,1.90,504
17.50,125.00,1.50,510
18.00,130.00,1.60,516
18.50,135.00,1.70,522
19.00,140.00,1.80,528
19.50,145.00,1.90,534
15.00,150.00,1.50,540
15.50,155.00,1.60,546
16.00,160.00,1.70,552
16.50,165.00,1.80,558
17.00,170.00,1.90,564
17.50,175.00,1.50,570
18.00,180.00,1.60,576
18.50,185.00,1.70,582
19.00,190.00,1.80,588
19.50,195.00,1.90,594
15.00,100.00,1.50,600
15.50,105.00,1.60,606
16.00,110.00,1.70,612
16.50,115.00,1.80,618
17.00,120.00,1.90,624
17.50,125.00,1.50,630
18.00,130.00,1.60,636
18.50,135.00,1.70,642
19.00,140.00,1.80,648
19.50,145.00,1.90,654
15.00,150.00,1.50,660
15.50,155.00,1.60,666
16.00,160.00,1.70,672
16.50,165.00,1.80,678
17.00,170.00,1.90,684
17.50,175.00,1.50,690
18.00,180.00,1.60,696
18.50,185.00,1.70,702
19.00,190.00,1.80,708
19.50,195.00,1.90,714
15.00,100.00,1.50,720
15.50,105.00,1.60,726
16.00,110.00,1.70,732
16.50,115.00,1.80,738
17.00,120.00,1.90,744
17.50,125.00,1.50,750
18.00,130.00,1.60,756
18.50,135.00,1.70,762
19.00,140.00,1.80,768
19.50,145.00,1.90,774
15.00,150.00,1.50,780
15.50,155.00,1.60,786
16.00,160.00,1.70,792
16.50,165.00,1.80,798
17.00,170.00,1.90,804
17.50,175.00,1.50,810
18.00,180.00,1.60,816
18.50,185.00,1.70,822
19.00,190.00,1.80,828
19.50,195.00,1.90,834
15.00,100.00,1.50,840
15.50,105.00,1.60,846
16.00,110.00,1.70,852
16.50,115.00,1.80,858
17.00,120.00,1.90,864
17.50,125.00,1.50,870
18.00,130.00,1.60,876
18.50,135.00,1.70,882
19.00,140.00,1.80,888
19.50,145.00,1.90,894
15.00,150.00,1.50,900
15.50,155.00,1.60,906
16.00,160.00,1.70,912
16.50,165.00,1.80,918
17.00,170.00,1.90,924
17.50,175.00,1.50,930
18.00,180.00,1.60,936
18.50,185.00,1.70,942
19.00,190.00,1.80,948
19.50,195.00,1.90,954
15.00,100.00,1.50,960
15.50,105.00,1.60,966
16.00,110.00,1.70,972
16.50,115.00,1.80,978
17.00,120.00,1.90,984
17.50,125.00,1.50,990
18.00,130.00,1.60,996
18.50,135.00,1.70,1002
19.00,140.00,1.80,1008
19.50,145.00,1.90,1014
15.00,150.00,1.50,1020
15.50,155.00,1.60,1026
16.00,160.00,1.70,1032
16.50,165.00,1.80,1038
17.00,170.00,1.90,1044
17.50,175.00,1.50,1050
18.00,180.00,1.60,1056
18.50,185.00,1.70,1062
19.00,190.00,1.80,1068
19.50,195.00,1.90,1074
15.00,100.00,1.50,1080
15.50,105.00,1.60,1086
16.00,110.00,1.70,1092
16.50,115.00,1.80,1098
17.00,120.00,1.90,1104
17.50,125.00,1.50,1110
18.00,130.00,1.60,1116
18.50,135.00,1.70,1122
19.00,140.00,1.80,1128
19.50,145.00,1.90,1134
15.00,150.00,1.50,1140
15.50,155.00,1.60,1146
16.00,160.00,1.70,1152
16.50,165.00,1.80,1158
17.00,170.00,1.90,1164
17.50,175.00,1.50,1170
18.00,180.00,1.60,1176
18.50,185.00,1.70,1182
19.00,190.00,1.80,1188
19.50,195.00,1.90,1194
15.00,100.00,1.50,1200
15.50,105.00,1.60,1206
16.00,110.00,1.70,1212
16.50,115.00,1.80,1218
17.00,120.00,1.90,1224
17.50,125.00,1.50,1230
18.00,130.00,1.60,1236
18.50,135.00,1.70,1242
19.00,140.00,1.80,1248
19.50,145.00,1.90,1254
15.00,150.00,1.50,1260
15.50,155.00,1.60,1266
16.00,160.00,1.70,1272
16.50,165.00,1.80,1278
17.00,170.00,1.90,1284
17.50,175.00,1.50,1290
18.00,180.00,1.60,1296
18.50,185.00,1.70,1302
19.00,190.00,1.80,1308
19.50,195.00,1.90,1314
15.00,100.00,1.50,1320
15.50,105.00,1.60,1326
16.00,110.00,1.70,1332
16.50,115.00,1.80,1338
17.00,120.00,1.90,1344
17.50,125.00,1.50,1350
18.00,130.00,1.60,1356
18.50,135.00,1.70,1362
19.00,140.00,1.80,1368
19.50,145.00,1.90,1374
15.00,150.00,1.50,1380
15.50,155.00,1.60,1386
16.00,160.00,1.70,1392
16.50,165.00,1.80,1398
17.00,170.00,1.90,1404
17.50,175.00,1.50,1410
18.00,180.00,1.60,1416
18.50,185.00,1.70,1422
19.00,190.00,1.80,1428
19.50,195.00,1.90,1434
15.00,100.00,1.50,1440
15.50,105.00,1.60,1446
16.00,110.00,1.70,1452
16.50,115.00,1.80,1458
17.00,120.00,1.90,1464
17.50,125.00,1.50,1470
18.00,130.00,1.60,1476
18.50,135.00,1.70,1482
19.00,140.00,1.80,1488
19.50,145.00,1.90,1494
15.00,150.00,1.50,1500
15.50,155.00,1.60,1506
16.00,160.00,1.70,1512
16.50,165.00,1.80,1518
17.00,170.00,1.90,1524
17.50,175.00,1.50,1530
18.00,180.00,1.60,1536
18.50,185.00,1.70,1542
19.00,190.00,1.80,1548
19.50,195.00,1.90,1554
15.00,100.00,1.50,1560
15.50,105.00,1.60,1566
16.00,110.00,1.70,1572
16.50,115.00,1.80,1578
17.00,120.00,1.90,1584
17.50,125.00,1.50,1590
18.00,130.00,1.60,1596
18.50,135.00,1.70,1602
19.00,140.00,1.80,1608
19.50,145.00,1.90,1614
15.00,150.00,1.50,1620
15.50,155.00,1.60,1626
16.00,160.00,1.70,1632
16.50,165.00,1.80,1638
17.00,170.00,1.90,1644
17.50,175.00,1.50,1650
18.00,180.00,1.60,1656
18.50,185.00,1.70,1662
19.00,190.00,1.80,1668
19.50,195.00,1.90,1674
15.00,100.00,1.50,1680
15.50,105.00,1.60,1686
16.00,110.00,1.70,1692
16.50,115.00,1.80,1698
17.00,120.00,1.90,1704
17.50,125.00,1.50,1710
18.00,130.00,1.60,1716
18.50,135.00,1.70,1722
19.00,140.00,1.80,1728
19.50,145.00,1.90,1734
15.00,150.00,1.50,1740
15.50,155.00,1.60,1746
16.00,160.00,1.70,1752
16.50,165.00,1.80,1758
17.00,170.00,1.90,1764
17.50,175.00,1.50,1770
18.00,180.00,1.60,1776
18.50,185.00,1.70,1782
19.00,190.00,1.80,1788
19.50,195.00,1.90,1794
15.00,100.00,1.50,1800
15.50,105.00,1.60,1806
16.00,110.00,1.70,1812
16.50,115.00,1.80,1818
17.00,120.00,1.90,1824
17.50,125.00,1.50,1830
18.00,130.00,1.60,1836
18.50,135.00,1.70,1842
19.00,140.00,1.80,1848
19.50,145.00,1.90,1854
15.00,150.00,1.50,1860
15.50,155.00,1.60,1866
16.00,160.00,1.70,1872
16.50,165.00,1.80,1878
17.00,170.00,1.90,1884
17.50,175.00,1.50,1890
18.00,180.00,1.60,1896
18.50,185.00,1.70,1902
19.00,190.00,1.80,1908
19.50,195.00,1.90,1914
15.00,100.00,1.50,1920
15.50,105.00,1.60,1926
16.00,110.00,1.70,1932
16.50,115.00,1.80,1938
17.00,120.00,1.90,1944
17.50,125.00,1.50,1950
18.00,130.00,1.60,1956
18.50,135.00,1.70,1962
19.00,140.00,1.80,1968
19.50,145.00,1.90,1974
15.00,150.00,1.50,1980
15.50,155.00,1.60,1986
16.00,160.00,1.70,1992
16.50,165.00,1.80,1998
17.00,170.00,1.90,2004
17.50,175.00,1.50,2010
18.00,180.00,1.60,2016
18.50,185.00,1.70,2022
19.00,190.00,1.80,2028
19.50,195.00,1.90,2034
15.00,100.00,1.50,2040
15.50,105.00,1.60,2046
16.00,110.00,1.70,2052
16.50,115.00,1.80,2058
17.00,120.00,1.90,2064
17.50,125.00,1.50,2070
18.00,130.00,1.60,2076
18.50,135.00,1.70,2082
19.00,140.00,1.80,2088
19.50,145.00,1.90,2094
15.00,150.00,1.50,2100
15.50,155.00,1.60,2106
16.00,160.00,1.70,2112
16.50,165.00,1.80,2118
17.00,170.00,1.90,2124
17.50,175.00,1.50,2130
18.00,180.00,1.60,2136
18.50,185.00,1.70,2142
19.00,190.00,1.80,2148
19.50,195.00,1.90,2154
15.00,100.00,1.50,2160
15.50,105.00,1.60,2166
16.00,110.00,1.70,2172
16.50,115.00,1.80,2178
17.00,120.00,1.90,2184
17.50,125.00,1.50,2190
18.00,130.00,1.60,2196
18.50,135.00,1.70,2202
19.00,140.00,1.80,2208
19.50,145.00,1.90,2214
15.00,150.00,1.50,2220
15.50,155.00,1.60,2226
16.00,160.00,1.70,2232
16.50,165.00,1.80,2238
17.00,170.00,1.90,2244
17.50,175.00,1.50,2250
18.00,180.00,1.60,2256
18.50,185.00,1.70,2262
19.00,190.00,1.80,2268
19.50,195.00,1.90,2274
15.00,100.00,1.50,2280
15.50,105.00,1.60,2286
16.00,110.00,1.70,2292
16.50,115.00,1.80,2298
17.00,120.00,1.90,2304
17.50,125.00,1.50,2310
18.00,130.00,1.60,2316
18.50,135.00,1.70,2322
19.00,140.00,1.80,2328
19.50,145.00,1.90,2334
15.00,150.00,1.50,2340
15.50,155.00,1.60,2346
16.00,160.00,1.70,2352
16.50,165.00,1.80,2358
17.00,170.00,1.90,2364
17.50,175.00,1.50,2370
18.00,180.00,1.60,2376
18.50,185.00,1.70,2382
19.00,190.00,1.80,2388
19.50,195.00,1.90,2394
15.00,100.00,1.50,2400
